Cluster_ID;Descricao_Item;Preco_Pago;Preco_Referencia;Teto_Estatistico;Perc_Excesso;ano;unidade_gestora
16;aquisicao de 01 aquecedor de agua eletrico para o materninho desta ssis;710.00;66.02;330.00;115.15;2018;
12;cabo de rede na 328 unidades;399.20;31.00;185.55;115.14;2017;
16;compra de material solicitada por parte da secao de manutencao e servicos gerais para reparo de tubulacao com vazamento;706.88;66.02;330.00;114.21;2016;
4;necessidade de asseio da frota inexistencia de contrato de manutencao veicular;760.00;67.26;355.00;114.08;2021;prrr
10;quadro cemar pvc ext br 16 din trif para atender a prm petropolis;388.40;34.55;181.78;113.66;2017;
12;aquisicao 60 unidades pilhas aa solicitado por disot material nao disponivel na selog;395.30;31.00;185.55;113.04;2020;prsc
12;01 lanterna e 01 farol acello 915c;395.00;31.00;185.55;112.88;2016;
3;necessidade de servicos referentes a mudanca de sede na prmcampo formoso;850.00;74.90;399.45;112.79;2021;prba
4;contratacao autorizada pela coordenadora da prmjiparana o valor bruto da nota fiscal de servicos r 110000 pagamento parcial com cartao saldo em saque e deposito na conta da contratada;754.02;67.26;355.00;112.40;2020;prro
13;itens para instalacao de novos switchs;489.42;40.00;230.50;112.33;2019;prsc
9;uniao cassento conico bronze galv niple duplo galvanizada;431.34;42.00;204.85;110.56;2016;
12;molduras 80 cm com mdr e vidro antireflexo  02 unidades;390.00;31.00;185.55;110.19;2016;
16;aquisicao de 02 valvulas de retencao dn 4 necessarias para manutencao do sistema hidraulico da pgr;692.92;66.02;330.00;109.98;2021;pgr
14;aquisicao de materiais para confeccao de parede de dry wall e porta provisorioa para a biblioteca no segundo anmdar do predio sede da prpr;808.10;69.98;384.90;109.95;2021;prpr
4;necessidade imediata de material sem estoque no almoxarifado;742.42;67.26;355.00;109.13;2018;
10;aquisicao de plastico preto para proteger os moveis no servico de pintura;380.00;34.55;181.78;109.04;2017;
15;televisores estavam queimados troca de placa;560.00;63.63;268.50;108.57;2019;prr4 regiao
1;aquisicao de materiais para coffee break para o evento institucional em conjunto com a 2 ccrmpf a realizarse nos dias 17 e 1805 para 35 participantes;280.17;11.60;134.35;108.54;2018;
1;conserto do frigobar do dr julio de castilhos;280.00;11.60;134.35;108.41;2020;pres
14;laminados e acessorios para fabricacao da bancada do restaurante da pr rs;800.50;69.98;384.90;107.98;2019;prrs
6;aquisicao de material de limpeza para uso na prm petropolis;823.61;82.80;396.03;107.97;2018;
2;epis e materiais para utilizacao na prm  protecaoprevencao contra corona virus  conforme determinacao da ca prsc  oficio circular n 432020caprsc;792.90;93.80;381.85;107.65;2020;prsc
19;para reposicao de placas de forro danificadas na prsc;640.00;71.00;308.73;107.30;2020;prsc
14;aquisicao de 30trinta fitas de demarcacao de solo para utilizar nos pisos de granito quando da realizacao de eventos em areas internas de edificiosede da pgr;795.00;69.98;384.90;106.55;2018;
10;necessidade de aquisicao de lona plastica preta para proteger as grelhas de captacao de agua contra quedas de volume de terra que sera escavada para  instalacao aterramento e pararaios spda;374.72;34.55;181.78;106.14;2019;prdf
5;compra emergencial para odontologia;706.00;75.55;343.00;105.83;2019;pgr
11;compra de engate para banheiros fita crepe para protecao de parte metalica de catraca para pintura fita de demarcacao de area e refletor para iluminacao externa;370.40;33.80;180.00;105.78;2021;prac
15;servico urgente de conserto da porta auxiliar da sede da pres que encontravase impossibilitada de abrir;550.00;63.63;268.50;104.84;2021;pres
12;compra de cabo para microfone 020 mm 04 unidades;380.00;31.00;185.55;104.80;2016;
10;rolo poliamida 23cm brocha para pintura 17x7cm suporte de aco 23cm tinta acrilica 18l tinta vinil 18l e massa corrida 27kg material utilizado para pintura do muro e continuacao da pintura das salas;372.10;34.55;181.78;104.70;2016;
1;material utilizado na obra para inauguracao da prm de sao goncalo;274.90;11.60;134.35;104.61;2017;
16;demanda por material nao disponivel em almoxarifado para ser instalado na prm navirai necessidade de controlar entrada e saida do estacionamento;675.00;66.02;330.00;104.55;2018;
6;aquisicao de material de limpeza em razao da empresa contratada nao estar efetuando a entrega;809.60;82.80;396.03;104.43;2018;
6;aquisicao de material de limpeza em razao da empresa responsavel pelo contrato de limpeza e conservacao desta procuradoria nao entregou os materiais para o corrente mes;808.35;82.80;396.03;104.11;2018;
1;conserto frigobar do gabinete dr eduardo andre;274.00;11.60;134.35;103.94;2019;prrj
12;modulo siena com tomada rj45 8 vias na 14 unidades;378.00;31.00;185.55;103.72;2017;
16;reforma do gabinete atico  torre 1;671.55;66.02;330.00;103.50;2019;prsc
9;aquisicao de sifao spud base e acabamento de registro de gaveta necessarios para banheiros da pgr;415.57;42.00;204.85;102.87;2018;
9;areia lavada 2 areia de fingir 2 torn coz crom pia inox valvula para pia inox cera 2 bico torneira jardim 2 torneira jardim 2 e uniao soldavel;414.30;42.00;204.85;102.25;2016;
6;necessidade de manutencao corretiva dos equipamentos indisponiveis no estoque do patrimonio e sem previsao de aquisicao para reposicao em copas e refeitorio;800.00;82.80;396.03;102.00;2018;
6;continuacao da ferramenta de pesquisa e analise em bases de dados de orgao conveniados;800.00;82.80;396.03;102.00;2019;prba
8;conserto e reparos em gesso e pintura para manutencao predial da prmsousa;500.00;50.00;248.54;101.17;2021;prpb
3;servicos de manutencao em sistema de seguranca;800.00;74.90;399.45;100.28;2018;
11;aquisicao de vinte protetor facial para utilizacao pelos servidores da prpr;360.00;33.80;180.00;100.00;2020;prpr
4;autorizacao para aquisicao de materiais de manutencao predial;710.00;67.26;355.00;100.00;2020;prro
2;dar cumprimento aos protocolos de seguranca para o retorno as atividades da prse profilaxia do virus sarscov2causador da covid 19;763.50;93.80;381.85;99.95;2020;prse
1;aquisicao de garrafa termica em inox 20 litros para atendimento a audiencia publica realizada pela prmparagominas;268.00;11.60;134.35;99.48;2017;
3;compra emergencial para campanha de setembro amarelo desta ssis;795.60;74.90;399.45;99.17;2018;
16;aquisicao urgente de reparos para valvulas hidra instaladas nos banheiros da pgr;657.00;66.02;330.00;99.09;2019;pgr
2;aquisicao de diversos produtos destinados ao uso na limpeza e manutencao;759.14;93.80;381.85;98.81;2018;
1;atendimento ao pedido de alocacao de jarras de inox no gabinete do procurador da republica alisson nelicio cirilo campos;266.00;11.60;134.35;97.99;2019;prsc
18;os materiais de construcao destinamse a realizacao de manutencoes na prsc e as pilhas a uso em fechaduras eletronicas cofres e outros aparelhos da prsc;451.65;48.00;228.78;97.42;2019;prsc
6;compra de kits para suprir exames de laboratorio nao adquiridos pela licitacao;781.55;82.80;396.03;97.35;2017;
16;tres reposicoes de vidros no edificio sede da prrs em porto alegre;650.00;66.02;330.00;96.97;2016;
18;material para manutencao predial;449.19;48.00;228.78;96.35;2019;prr5 regiao
4;despesas eventual de pequena monta sem cobertura contratual;694.00;67.26;355.00;95.49;2017;
9;compra de filtro de linha para utilizacao em instalacoes de computadores;400.00;42.00;204.85;95.26;2018;
8;materiais para reparos em vasos sanitarios e pintura necessarios;485.00;50.00;248.54;95.14;2019;prrs
13;itens necessarios para instalacao de novos switchs;449.50;40.00;230.50;95.01;2020;prsc
16;aquisicao de material nao disponivel no estoque do almoxarifado da pgr material nao faz parte dos estocaveis;643.20;66.02;330.00;94.91;2017;
9;servico de reparo na caixa de agua da prm;398.90;42.00;204.85;94.73;2018;
16;execucao de servicos de reparo nas instalacoes hidraulicas na prm picos;640.00;66.02;330.00;93.94;2017;
14;aquisicao urgente de chapas de gesso para o forro das salas da secretaria de gestao de pessoas;746.00;69.98;384.90;93.82;2019;pgr
1;dedetizacao necessaria das instalacoes da prm campos dos goytacazes;260.00;11.60;134.35;93.52;2018;
10;roldana de ferro 4 canal u;351.26;34.55;181.78;93.23;2016;
9;aquisicao de filtros de linha para reposicao;394.80;42.00;204.85;92.73;2021;prrj
17;instalacao eletrica de 09 refletores inclusive colocacao;800.00;90.00;415.15;92.70;2016;
16;p realizacao de manutencoes na sede da prsc;631.73;66.02;330.00;91.43;2019;prsc
17;atendimento das demandas da reforma mudanca de localizacao dos aparelhos de ar condicionado demandaram substituicao das tubulacoes;793.30;90.00;415.15;91.09;2019;prr1 regiao
12;03 pacote anilha wic color  100 porca gaiola 5mm  06 pacote abracadeira de nylon;354.40;31.00;185.55;91.00;2016;
16;consertos dos portoes frontais da prmsousa colocacao de tampa no poco artesiano e conserto de 5 portas internas do predio;630.00;66.02;330.00;90.91;2021;prpb
16;colocacao de 5 vidros reposicao nos diversos andares desta prrs;630.00;66.02;330.00;90.91;2016;
4;servico de pequeno vulto;675.00;67.26;355.00;90.14;2021;prro
9;"referente aquisicao de dois tubos de selante sikaflex um kg de prego 17x27 duas torneiras de cozinha  polegada marca hidrofama seis engates flexiveis 40 cm duas torneiras de lavatorio marca hidrofama
para manutencao dos banheiros e copas no predio sede da prpr";388.70;42.00;204.85;89.75;2016;
19;aquisicao de produtos anti mofo para desinfeccao de salas da sede que estao com excesso de fungos;585.20;71.00;308.73;89.55;2020;prrs
6;aquisicao de produtos de limpeza e conservacao para uso da prm;750.60;82.80;396.03;89.53;2018;
6;aquisicao de produtos de limpeza e conservacao para uso da prm;750.60;82.80;396.03;89.53;2018;
5;compra para enfermagem;650.00;75.55;343.00;89.50;2020;pgr
10;p substituicao de recipientes de sabonete liquido e de alcool gel da p rsc que se encontram danificados;344.40;34.55;181.78;89.46;2020;prsc
10;moldura em granito para levador ouro negro;344.01;34.55;181.78;89.25;2016;
16;manutencao da bomba megabloco;623.00;66.02;330.00;88.79;2016;
9;aquisicao de 01 valvula de retencao necessaria ao sistema de esgoto da pgr;385.84;42.00;204.85;88.35;2019;pgr
11;fita isolante para atendimento na parte eletrica neste orgao bucha e roda giratoria para conserto do carrinho que transporta processos fita vhb fita duplaface para diversos reparos;338.80;33.80;180.00;88.22;2017;
16;tintas necessarias para pintura das paredes do materninho bloco e;620.00;66.02;330.00;87.88;2017;
3;equipamentos necessarios para utilizacao em treinamento de agentes de seguranca institucional;750.00;74.90;399.45;87.76;2020;prsc
17;demanda oriunda da secao de seguranca organica no sistema de cftv da sede da prms com risco de pane no aludido sistema se as baterias nao fossem substituidas urgentemente;778.50;90.00;415.15;87.52;2017;
16;aquisicao de forro mineral para atender ao servico de reforma do teto do decimo segundo andar desta prrj;618.46;66.02;330.00;87.41;2019;prrj
19;substituir lampadas danificadas;577.50;71.00;308.73;87.06;2018;
10;360 tubo soldado 50 mm krona04 joelhos90 solv 50 mm krona 01 cola pvc 175 gr krona c pincel 06 abracadeira tipo u 112 perfilaco 12 parafusos sext r soberba bucha c anel fix cap sold 50 mm marrom krona;340.00;34.55;181.78;87.04;2016;
6;aquisicao de materiais de limpeza em decorrencia do descumprimento das clausulas primeira e segunda do contrato n042018 no que concerne ao fornecimento dos materiais para a prac;738.26;82.80;396.03;86.42;2019;prac
3;considerando o envio do armamento por parte da pgr para estaprocuradoria desacompanhado de coldres e porta carregadores bem como objetivando oporte seguro e emprego eficaz do referido armamento solicito aquisicao de coldresvelados em kydex e porta carregadores nos moldes das especificacoes abaixo;744.00;74.90;399.45;86.26;2020;prse
15;aquisicao de nova porta de vidro uma vez que a anterior por ocasiao de um acidente se quebrou;500.00;63.63;268.50;86.22;2018;
15;servico de concerto do portao de acesso de veiculos do predio sede do mpf;500.00;63.63;268.50;86.22;2020;prse
1;referente ao aluguel de uma lancha com condutor para o transporte de servidores em diligencias as comunidades ribeirinhas no municipio de bagrepa;250.00;11.60;134.35;86.08;2018;
1;conserto emergencial do ar condicionado da sala de reunioes local onde teve reuniao dos procuradores com delegados na data de hoje;250.00;11.60;134.35;86.08;2018;
1;referente ao aluguel de uma lancha com condutor para o transporte de servidores em diligencia as comunidades ribeirinhas no municipio de bagrepa;250.00;11.60;134.35;86.08;2018;
17;substituicao de quatro baterias do sistema de combate a incendio com gas fm200 da subestacao no terreo e da sala dos servidores de informatica no 5 pavimento;772.00;90.00;415.15;85.96;2018;
12;compra de reatores  2 x 40 w 10 unidades e 1 x 40 w 05 unidades;345.00;31.00;185.55;85.93;2016;
4;para contratacoes em carater excepcional que por sua natureza e urgencia nao podem ser contratadas por meio de processo normal de licitacao ou dispensa aquisicao de material necessario a manutencao corretiva de dois aparelhos condicionadores de ar nas dependencias da subsecretaria juridica e da sala de atendimento ao cidadao da prm juiz de fora;659.97;67.26;355.00;85.91;2020;prmg
3;banners a serem utilizados na inauguracao do memorial do mpf na prr4;739.30;74.90;399.45;85.08;2019;prr4 regiao
14;para atendimento ao pedido 19287 compra de plantas para o estacionamento externo;710.00;69.98;384.90;84.46;2019;prr4 regiao
14;servico de conserto do projetor datashow que atende as palestras  reunioes no auditorio principal da prrj;710.00;69.98;384.90;84.46;2018;
15;aquisicao para substituicao do tapete vinilico na entrada da procuradoria tamanho 180 x 085;495.00;63.63;268.50;84.36;2020;prsc
12;cabo de rede 4 pares cat5e x 24 awg na 285 unidades;342.00;31.00;185.55;84.32;2017;
1;aquisicao de porta e acessorios para sala de analista da procuradora da republica vanessa seguezzi;247.00;11.60;134.35;83.85;2017;
10;"perioplac anti septica bucal 1l
riva lc kit";333.20;34.55;181.78;83.30;2016;
17;o nobreak requer o conserto em carater de urgencia em razao de alimentar o cftv e o relogio ponto da prm outrossim a urgencia justificase a fim de que se possa evitar danos dos equipamentos que agora estao ligados diretamente na rede eletrica;760.00;90.00;415.15;83.07;2019;prrs
6;a data do pedido e da compra foram 13032020 conforme consta na nota porem por estar em teletrabalho por causa da pandemia do covid 19  o sistema nao aceitou data retroativa ao mes corrente por isso coloquei dia 01052020 a mensagem e o acesso a esse recurso atualmente nao esta disponivel no portal de acesso externo;724.00;82.80;396.03;82.81;2020;prmt
0;aquisicao de 150 litros de gasolina comum e 1 litro de oleo 4 tempos para abastecer barco alugado para realizar diligencia em deslocamento para localidades ribeirinhas do municipio de bagre;770.00;90.00;421.55;82.66;2018;
11;aquisicao de rodas para carrinho de carga da prsc assim como de graxa para instalacao das referidas e tambem de fita adesiva para uso do arquivo central da prsc;328.72;33.80;180.00;82.62;2021;prsc
13;copias de chaves de algumas portas principais de gabinetessetores desta procuradoria prba000476522021;420.00;40.00;230.50;82.21;2021;prba
12;cabo de rede na 287 unidades;336.00;31.00;185.55;81.08;2017;
8;para atender a forcatarefa lava jato na prrj;450.00;50.00;248.54;81.05;2020;prrj
8;materiais  complementares  para confeccao de 3 tres caixas de desmuniciamento solicitadas pela disegot;450.00;50.00;248.54;81.05;2021;prr4 regiao
16;criacao do sistema de exaustao dos banheiros do subsolo;596.26;66.02;330.00;80.68;2018;
17;considerando a que a placa fonte da central de ramais da prmvilhena apresentou parou de funcionar devido a surtos de variacao da energia eletrica no municipio;750.00;90.00;415.15;80.66;2018;
16;atender as necessidades de reparos dos ralos dos banheiros sociais da prr1;595.59;66.02;330.00;80.48;2021;prr1 regiao
3;necessidade de aquisicao de baterias para o nobreak do cpd que mantem o servidorcompra autorizada pelo marco aurelio e pelo senhor secretario francisco de assis;720.00;74.90;399.45;80.25;2019;prmt
13;"confeccao de 8 carimbos modelo autoentintado n 20  24000
confeccao de 01 carimbo autoentintado modelo s829  r 7000
troca de 07 borrachas de carimbos autoentintados  r 10500

justificativa devido troca de procuradores  fizemos os carimbos pois achamos que carimbos era material e nao servicos";415.00;40.00;230.50;80.04;2016;
13;confeccao de carimbos e borrachas de carimbos;415.00;40.00;230.50;80.04;2016;
13;demanda do eco time por lixeira especifica para campanha de coleta de pilhas na sede da prms;414.00;40.00;230.50;79.61;2017;
18;necessidade de materiais para manutencao predial da prmjiparana;410.00;48.00;228.78;79.22;2020;prro
15;troca de 4 fechaduras com chave por fechadura biometricas nos 2 gabinetes cpd e sala de arquivo da nova sede prm barreiras;480.00;63.63;268.50;78.77;2019;prba
4;urgencia para a aquisicao de porta por comprometar a seguranca alem do baixo custo da contratacao;634.39;67.26;355.00;78.70;2020;prro
16;aquisicao emergencial de conexoes hidrossanitarias necessarias as manutencoes corretivos da pgr;588.50;66.02;330.00;78.33;2019;pgr
13;banner para montagem de sala de reuniaooitivaimprensa;410.00;40.00;230.50;77.87;2019;prrj
15;servicos de reparo e manutencao em armario planejado que fica localizado no pavimento terreo da sede da prm feira  ao lado do cartorio;476.50;63.63;268.50;77.47;2021;prba
15;aquisicao de materiais necessarios para instalacao de porta de vidro na biblioteca da pgr;476.32;63.63;268.50;77.40;2018;
9;aquisicao de pote casca de pinus e grama com pote para uso em vaso no segundo andar do predio sede da prpr;363.30;42.00;204.85;77.35;2020;
9;aquisicao de pote casca de pinus e grama com pote para uso em vaso no segundo andar do predio sede da prpr;363.30;42.00;204.85;77.35;2020;prpr
2;protecao contra a pandemia de covid19;675.60;93.80;381.85;76.93;2020;prrs
6;manutencao no refrigerador electrolux modelo dfn49 patrimonio nr 33013156;700.00;82.80;396.03;76.75;2018;
9;registro gaveta 1510;361.98;42.00;204.85;76.70;2016;
2;aquisicao em carater de urgencia devido a necessidade de implementar medidas de protecao dos usuarios e visitantes do edificiosede desta procuradoria diante da panemia do covid19 conforme orientacoes das autoridades de saude;674.35;93.80;381.85;76.60;2020;prr3 regiao
5;"material necessario para a lavagem dos materiais a serem esterilizados no servico medico da pgr nao disponivel no estoque do almoxarifado

";605.00;75.55;343.00;76.38;2018;
5;compra emergencial para enfermagem;603.50;75.55;343.00;75.95;2018;
15;a manutencao feita na porta automatica da recepcao detectou a necessidade de trocar 01carro folha movel ruunmanusa orcamento no valor de r 47200;472.00;63.63;268.50;75.79;2018;
9;aquisicao de 30 aneis de vedacao devido a necessidade de manutencao corretiva urgente nos banheiros dos blocos a b e e f;360.00;42.00;204.85;75.74;2017;
4;aquisicao de material de consumo para odontologia nao adquirido  por licitacao;623.00;67.26;355.00;75.49;2017;
3;atender demanda urgente do gabinete do 4 oficio do meio ambiente da prrr;700.00;74.90;399.45;75.24;2018;
2;protecao contra a pandemia de covid19;668.80;93.80;381.85;75.15;2020;prrs
1;compra de cartuchos de impressora para utilizacao no equipamento que e utilizado pelo membro para a realizacao de atas nas diversas reunioes e audiencia que promove na area de circunscricao desta prm;235.00;11.60;134.35;74.92;2019;prsc
6;coador flanela nr 10 reforcado;690.00;82.80;396.03;74.23;2016;
13;40   quarenta   copias   de   chaves   de   diversas   salasgabinetes   desta procuradoria foi feito um levantamento das copias reservas eessa  e  a  necessidade  do  setor;400.00;40.00;230.50;73.54;2019;prba
17;reparacao de sistema de ar condicionado e reposicao de gas;720.00;90.00;415.15;73.43;2018;
5;compra de materiais em falta ou prestes a acabar necessarios para o atendimento odontologico;594.40;75.55;343.00;73.29;2017;
14;recomposicao do teto de gesso fechamento dos rasgos na parede e afins;665.98;69.98;384.90;73.03;2021;prse
3;procuracoes para representar as unidades do mpf junto a receita federal do brasil urgencia;690.30;74.90;399.45;72.81;2018;
5;aquisicao de emergencial para odontologia;592.50;75.55;343.00;72.74;2019;pgr
13;compra de material para conserto das camaras de seguranca;398.00;40.00;230.50;72.67;2021;prpb
8;servico de confeccao de caixa de areia para desmuniciamento de arma de fogo;429.00;50.00;248.54;72.60;2021;prrj
16;substituicao de vaso entupido no banheiro feminino do 1 andar t3;567.00;66.02;330.00;71.82;2018;
3;conserto de televisor da prsc patrimonio mpf 00076046 usado para videoconferencias;685.00;74.90;399.45;71.49;2021;prsc
16;necessidade urgente de realizar a troca da fiacao eletrica da bomba dgua da sede da pres que estava sem agua no predio inteiro;565.50;66.02;330.00;71.36;2021;pres
15;reparo em tampo de vidro de mesa da dr bianca localizada no servico medico da prr1;460.00;63.63;268.50;71.32;2019;prr1 regiao
5;acucar doce dia pct2kg cristal;586.80;75.55;343.00;71.08;2016;
7;manutencao corretiva em equipamento de arcondicionado esta prm nao possui contrato de manutencao e o equipamento nao possuia garantia;500.00;80.00;292.50;70.94;2019;prsp
3;aquisicao com urgencia de sinalizador com sirene para atender exigencias referentes a seguranca institucional;680.00;74.90;399.45;70.23;2020;prro
0;aquisicao de 134 litros de gasolina comum e 1 litro de oleo 4 tempos para abastecer barco alugado para realizar diligencia em deslocamento para localidades ribeirinhas do municipio de bagre;716.80;90.00;421.55;70.04;2018;
18;aquisicao de materiais para manutencao predial;388.39;48.00;228.78;69.77;2017;
0;revisao e manutencao de garantia de fabrica do veiculo oficial jeep compass placa qvr2i39;714.00;90.00;421.55;69.37;2021;prpa
0;revisao e manutencao de garantia do veiculo oficial jeep compass placa qvr2i79;714.00;90.00;421.55;69.37;2021;prpa
7;recarga de extintores de incendio conforme autorizacao anexa em razao da prm nao conseguido proposta valida;495.00;80.00;292.50;69.23;2021;prrj
4;compra de pequena monta;600.00;67.26;355.00;69.01;2018;
2;aquisicao de tapete capacho sanitizante para prmcriciumasc como prevencao ao covid19;645.00;93.80;381.85;68.91;2020;prsc
17;instalacao de radio de comunicacao nos elevadores;700.00;90.00;415.15;68.61;2021;prpb
13;caixas de arquivo morto para o cartorio pilhas para reposicao;387.76;40.00;230.50;68.23;2021;prrj
12;compra de micro sd 32 gb  04 unidades;312.00;31.00;185.55;68.15;2016;
17;servico de instalacao de 02 pontos de energia e manutencao em 04 cameras de seguranca;698.00;90.00;415.15;68.13;2016;
4;85 galoes de 20l aguaexecelencia valor da unidade r 700;595.00;67.26;355.00;67.61;2016;
15;cilindro r22;450.00;63.63;268.50;67.60;2016;
12;plug monobloco 2pt 10a plug femea 2pt 10a plug macho 2pt 20a tubo eletrico pvc rosca luva eletrica pvc rosca disjuntor 16a plug femea 2pt 20a curva eletrica pvc rosca longa 90 caixa eletrica 4x2 am material utilizado para adequacao de pontos eletricos e logicos em diversas salas da prr 5 regiao;310.66;31.00;185.55;67.43;2016;
18;aquisicao de materiais para manutencao predial;382.51;48.00;228.78;67.20;2017;
17;para viabilizar video monitoramento;694.00;90.00;415.15;67.17;2019;prr4 regiao
12;pilha bateria alcalina 9v 20 unidades;310.00;31.00;185.55;67.07;2016;
12;placa controladora para maquina de gelo;310.00;31.00;185.55;67.07;2016;
13;necessidade de atualizacao das placas de identificacao dos andares da prsc;385.00;40.00;230.50;67.03;2019;prsc
13;aquisicao de produto para reparomanutencao prm blumenau;385.00;40.00;230.50;67.03;2021;prsc
4;compra urgente de material nao constante no almoxarifado da unidade;592.20;67.26;355.00;66.82;2020;pres
9;aquisicao dos tubos e registros de gaveta para manutencao das valvulas redutoras de pressao da pgr cimento para manutencao no acabamento das paredes da pgr e impermeabilizacao do anexo 3;341.62;42.00;204.85;66.77;2020;pgr
13;atender as necessidades da assessoria de apoio a lavanajato nao ha contrato formalizado para o exercicio de 2017;383.80;40.00;230.50;66.51;2017;
1;devido a problemas nos cartoes ticket log fezse necessario o abastecimento durante viagem com membro atraves de suprimento de fundos;223.02;11.60;134.35;66.00;2018;
4;aquisicao de envelopes para a formacao de estoque no almoxarifado;587.50;67.26;355.00;65.49;2017;
16;"complementos necessarios a conclusao do 5
andar";546.00;66.02;330.00;65.45;2018;
19;nao disponibilidade no estoque da selog;510.00;71.00;308.73;65.20;2019;prpb
10;borrachas diversas carimbo preto;300.00;34.55;181.78;65.03;2016;
2;recipientes com capacidade de 50 cinquenta litros proprios para transporte de combustivel para realizacao do transporte do oleo diesel contaminado dogerador do edificiosede da prba;630.00;93.80;381.85;64.99;2021;prba
19;substituicao lampadas mezanino torre 3 fio para extensao;509.12;71.00;308.73;64.91;2019;prsc
13;confeccao de duas placas de homenagem para procuradores aposentados;380.00;40.00;230.50;64.86;2021;prr4 regiao
12;panqueca tubo cobre flexivel e fita pvc 10mt;304.97;31.00;185.55;64.36;2016;
11;gesso 1kg 5 fita dupla face  e vedapren 18kg;295.50;33.80;180.00;64.17;2016;
7;a condensadora do arcondicionado da assessoria do dr diogo vazou o gas e nao estava funcionando e teria que ser feita uma manutencao para localizacao e conserto do vazamento e reposicao do gas que custou r 48000considerando que neste municipio nestas ultimas semanas a temperatura e sensacao termica tem alcancado mais de 40 e a falta de climatizacao na sala torna o ambiente desconfortavel e ate insalubre e que ja faz doze dias que a referida assessoria esta trabalhando sem arcondicionado devido a morosidade no atendimento pelas empresas demanutencao que estao com a agenda lotada devido a demanda nesta epoca de calor;480.00;80.00;292.50;64.10;2019;prsp
7;gas de cozinha 13kg;480.00;80.00;292.50;64.10;2016;
7;agua mineral;480.00;80.00;292.50;64.10;2016;
17;"instalacao e fornecimento de material para central telefonica
voice painel 24 portas  r 25000
cabo dg 24 pares com conector sipac 6 m  r 43000";680.00;90.00;415.15;63.80;2016;
17;manutencao nobreak;680.00;90.00;415.15;63.80;2016;
1;aquisicao de material para atender ao servico do nucleo de infraestrutura e ti;220.00;11.60;134.35;63.75;2019;prrj
1;solicitacao do procurador da republica que estava substituindo no 1 oficio da prmpfundo dr filipe andrios brasil siviero;220.00;11.60;134.35;63.75;2019;prrs
1;compra de carimbos para o procurador chefe dr marcelo veiga beckhausen e para o procurador chefe substituto dr luiz carlos weber;220.00;11.60;134.35;63.75;2020;prr4 regiao
17;aquisicao de conversor isolado usb para trafego de dados coletada das catracas do predio sede da prpr;679.00;90.00;415.15;63.56;2018;
4;necessidade de bateria veicular ausencia de contrato de manutencao veicular;580.00;67.26;355.00;63.38;2021;prrr
5;aquisicao de termometro digital para atender solicitacao da disot;559.90;75.55;343.00;63.24;2021;prdf
0;funcionamento inadequado do air bag do veiculo oficial renaultfluence placa iwr5071;687.95;90.00;421.55;63.20;2019;prr4 regiao
12;panqueca 58 tubo cobre flexivel panqueca 38 tubo cobre flexivel tubo isolante polietileno fita pvc 10m e curva 90 58;302.32;31.00;185.55;62.93;2016;
4;despesas eventual de pequena monta sem cobertura contratual;578.27;67.26;355.00;62.89;2017;
3;molduras para 11 certificados;649.00;74.90;399.45;62.47;2019;prsc
9;borracha para carimbo;332.50;42.00;204.85;62.31;2016;
16;materiais de consumo para pequenos consertos na estrutura fisica;535.00;66.02;330.00;62.12;2021;prpb
9;borracha para carimbo;332.00;42.00;204.85;62.07;2016;
19;nao havua disponibilidade no estoque da selog;500.00;71.00;308.73;61.96;2021;prpb
12;compra de reator 40 w bivolt  12 unidades;300.00;31.00;185.55;61.68;2016;
16;necessidade da troca dos isolamentos da tubulacao dos arcondicionados presentes no terraco da prm de itajaisc;533.33;66.02;330.00;61.62;2021;prsc
17;realizacao de servicos de desmontagem dos medidores e instalacao de mangueiras de gas;670.00;90.00;415.15;61.39;2019;prrs
11;aquisicao de fita backup lto3 nao disponivel em estoque na prrj;290.00;33.80;180.00;61.11;2018;
8;tampas dos vasos sanitarios com parafusos quebrados;400.00;50.00;248.54;60.94;2020;prba
10;servicos de molduras de quadro;292.00;34.55;181.78;60.63;2019;prrj
4;atendimento de despesa de pequeno vulto;570.00;67.26;355.00;60.56;2021;prro
19;reposicao do estoque do almoxarifado da prrs;495.20;71.00;308.73;60.40;2021;prrs
0;aquisicao de 130 litros de gasolina comum para abastecer barco alugado para realizar diligencia em deslocamento para localidades ribeirinhas do municipio de bagre;676.00;90.00;421.55;60.36;2018;
17;reparode 02 aparelhos microondas marca lg e 01 aparelho da marca consul que se encontram comdefeito;665.00;90.00;415.15;60.18;2021;prba
5;compra emergencial para enfermagem;548.90;75.55;343.00;60.03;2018;
8;material para manutencao de bens moveis;396.42;50.00;248.54;59.50;2018;
16;terra para recuperacao do gramado e pitangueiras;525.60;66.02;330.00;59.27;2021;prr4 regiao
1;aquisicao de lanche para a 16 sessao do colegio de procuradores da prmg;213.39;11.60;134.35;58.83;2018;
1;produtos para setor de arquivos nao cobertos por licitacao;213.00;11.60;134.35;58.54;2019;prmt
19;isolamento de reatores e troca de 21 lampadas de luminarias queimadas no 1 e 2 pavimentos da sede prm barreiras;488.00;71.00;308.73;58.07;2019;prba
7;contratacao de empresa especializada na recarga de extintore;460.00;80.00;292.50;57.26;2021;prmt
13;aquisicao de diversos itenssuprimentos necessarios para o funcionamento da prm blumenau;362.30;40.00;230.50;57.18;2020;prsc
